iter	Passed	Remaining
398	242539	365328
399	243150	364725
400	243776	364144
401	244437	363616
402	245059	363028
403	245695	362461
404	246340	361908
405	246955	361308
406	247554	360688
407	248166	360085
408	248800	359513
409	249419	358921
410	250027	358312
411	250661	357740
412	251275	357139
413	251901	356555
414	252516	355957
415	253113	355332
416	253757	354773
417	254390	354198
418	255029	353632
419	255670	353068
420	256294	352481
421	256907	351878
422	257512	351263
423	258130	350667
424	258743	350065
425	259381	349495
426	260013	348917
427	260643	348336
428	261254	347729
429	261878	347141
430	262515	346569
431	263141	345982
432	263761	345387
433	264373	344782
434	264978	344167
435	265607	343583
436	266229	342991
437	266829	342369
438	267445	341769
439	268045	341148
440	268671	340560
441	269340	340027
442	269978	339454
443	270582	338838
444	271188	338223
445	271799	337616
446	272443	337049
447	273058	336446
448	273670	335840
449	274287	335240
450	274927	334668
451	275573	334102
452	276185	333495
453	276794	332885
454	277395	332264
455	278020	331673
456	278645	331081
457	279277	330498
458	279897	329900
459	280509	329294
460	281111	328675
461	281744	328092
462	282395	327530
463	283033	326952
464	283669	326372
465	284297	325782
466	284924	325191
467	285559	324610
468	286172	324003
469	286778	323388
470	287399	322791
471	288003	322173
472	288634	321586
473	289251	320983
474	289875	320388
475	290483	319776
476	291096	319169
477	291711	318564
478	292313	317944
479	292932	317343
480	293563	316755
481	294211	316186
482	294826	315579
483	295454	314988
484	296075	314388
485	296694	313788
486	297311	313184
487	297921	312573
488	298540	311972
489	299175	311387
490	299789	310780
491	300403	310172
492	301010	309558
493	301635	308962
494	302258	308365
495	302904	307790
496	303538	307202
497	304166	306609
498	304776	305997
499	305402	305402
500	306023	304801
501	306621	304178
502	307255	303590
503	307884	302997
504	308510	302401
505	309128	301797
506	309778	301224
507	310422	300645
508	311042	300042
509	311667	299445
510	312289	298844
511	312909	298241
512	313519	297629
513	314144	297031
514	314770	296434
515	315398	295839
516	316014	295231
517	316632	294627
518	317255	294026
519	317873	293421
520	318492	292817
521	319115	292216
522	319755	291631
523	320398	291049
524	321037	290462
525	321662	289863
526	322285	289262
527	322898	288651
528	323514	288044
529	324138	287443
530	324756	286837
531	325359	286218
532	325978	285613
533	326630	285037
534	327251	284433
535	327874	283831
536	328489	283222
537	329119	282626
538	329752	282033
539	330367	281424
540	330980	280813
541	331605	280213
542	332211	279596
543	332832	278991
544	333449	278384
545	334054	277767
546	334674	277161
547	335302	276563
548	335942	275974
549	336560	275367
550	337213	274788
551	337841	274189
552	338464	273587
553	339088	272984
554	339718	272386
555	340330	271774
556	340943	271163
557	341573	270565
558	342176	269945
559	342791	269336
560	343433	268747
561	344065	268150
562	344695	267551
563	345325	266954
564	345951	266351
565	346578	265751
566	347203	265148
567	347836	264551
568	348460	263947
569	349087	263346
570	349705	262738
571	350338	262141
572	350949	261527
573	351568	260919
574	352196	260319
575	352820	259715
576	353456	259119
577	354084	258518
578	354714	257918
579	355322	257302
580	355953	256703
581	356570	256093
582	357197	255490
583	357797	254869
584	358402	254251
585	359057	253668
586	359667	253054
587	360284	252444
588	360906	251837
589	361532	251234
590	362152	250626
591	362790	250031
592	363406	249420
593	364044	248824
594	364670	248221
595	365285	247609
596	365890	246991
597	366496	246373
598	367127	245773
599	367758	245172
600	368377	244563
601	368992	243952
602	369620	243349
603	370247	242744
604	370854	242128
605	371469	241516
606	372087	240906
607	372708	240298
608	373338	239696
609	373954	239085
610	374587	238485
611	375207	237876
612	375812	237258
613	376428	236647
614	377036	236030
615	377689	235442
616	378308	234833
617	378919	234218
618	379520	233598
619	380125	232979
620	380756	232377
621	381418	231794
622	382050	231192
623	382679	230588
624	383299	229979
625	383932	229378
626	384557	228772
627	385172	228159
628	385793	227550
629	386397	226931
630	387027	226328
631	387630	225709
632	388254	225101
633	388867	224488
634	389490	223880
635	390116	223273
636	390738	222665
637	391358	222056
638	391972	221443
639	392606	220841
640	393238	220238
641	393862	219630
642	394478	219018
643	395102	218410
644	395734	217807
645	396341	217190
646	396958	216578
647	397592	215976
648	398205	215362
649	398840	214760
650	399452	214145
651	400068	213533
652	400694	212926
653	401309	212313
654	401914	211695
655	402548	211092
656	403162	210479
657	403786	209870
658	404417	209266
659	405042	208658
660	405658	208045
661	406273	207432
662	406877	206813
663	407514	206212
664	408138	205603
665	408766	204996
666	409399	204392
667	410015	203780
668	410626	203164
669	411239	202550
670	411863	201941
671	412492	201335
672	413102	200720
673	413715	200105
674	414323	199488
675	414955	198884
676	415571	198271
677	416183	197656
678	416819	197053
679	417427	196436
680	418039	195821
681	418670	195216
682	419294	194606
683	419914	193995
684	420551	193392
685	421168	192779
686	421804	192175
687	422412	191559
688	423026	190945
689	423653	190336
690	424275	189726
691	424906	189120
692	425530	188510
693	426168	187906
694	426777	187291
695	427402	186681
696	428016	186067
697	428649	185461
698	429259	184845
699	429868	184229
700	430507	183625
701	431111	183007
702	431724	182392
703	432342	181780
704	432968	181171
705	433575	180554
706	434209	179948
707	434837	179339
708	435466	178731
709	436085	178119
710	436721	177513
711	437354	176907
712	437988	176301
713	438586	175680
714	439229	175077
715	439844	174463
716	440453	173847
717	441066	173232
718	441684	172619
719	442325	172015
720	442942	171402
721	443577	170795
722	444188	170179
723	444797	169563
724	445425	168954
725	446039	168339
726	446659	167727
727	447283	167116
728	447928	166513
729	448544	165900
730	449164	165287
731	449793	164678
732	450410	164064
733	451034	163453
734	451662	162844
735	452303	162239
736	452924	161627
737	453539	161012
738	454159	160400
739	454777	159786
740	455406	159177
741	456037	158568
742	456657	157955
743	457288	157346
744	457920	156737
745	458532	156122
746	459158	155511
747	459772	154896
748	460400	154286
749	461013	153671
750	461631	153057
751	462246	152443
752	462886	151836
753	463514	151226
754	464148	150617
755	464777	150007
756	465396	149394
757	466019	148781
758	466679	148181
759	467295	147566
760	467936	146960
761	468545	146343
762	469160	145728
763	469784	145116
764	470406	144503
765	471016	143887
766	471629	143272
767	472253	142659
768	472871	142045
769	473475	141427
770	474111	140819
771	474749	140210
772	475369	139597
773	475981	138981
774	476607	138369
775	477227	137756
776	477838	137140
777	478455	136525
778	479096	135918
779	479730	135308
780	480344	134693
781	480957	134077
782	481568	133461
783	482175	132844
784	482779	132226
785	483409	131615
786	484050	131007
787	484672	130394
788	485305	129783
789	485920	129168
790	486541	128555
791	487180	127946
792	487789	127329
793	488406	126715
794	489021	126099
795	489638	125485
796	490266	124873
797	490881	124258
798	491506	123645
799	492111	123027
800	492727	122412
801	493335	121795
802	493961	121183
803	494587	120570
804	495207	119957
805	495832	119344
806	496453	118730
807	497064	118114
808	497672	117497
809	498289	116882
810	498913	116269
811	499523	115653
812	500135	115037
813	500773	114427
814	501393	113813
815	502003	113196
816	502613	112580
817	503239	111967
818	503882	111358
819	504509	110745
820	505146	110135
821	505749	109517
822	506378	108905
823	506993	108289
824	507631	107679
825	508243	107063
826	508891	106454
827	509509	105840
828	510139	105227
829	510790	104619
830	511438	104010
831	512067	103398
832	512675	102781
833	513298	102167
834	513935	101556
835	514575	100945
836	515208	100333
837	515825	99718
838	516425	99099
839	517047	98485
840	517660	97869
841	518298	97257
842	518919	96643
843	519523	96025
844	520161	95414
845	520802	94803
846	521432	94190
847	522051	93575
848	522673	92960
849	523302	92347
850	523934	91734
851	524557	91120
852	525177	90505
853	525804	89891
854	526422	89276
855	527052	88663
856	527678	88049
857	528315	87436
858	528940	86822
859	529574	86209
860	530177	85591
861	530788	84975
862	531394	84358
863	532014	83743
864	532639	83128
865	533268	82515
866	533894	81900
867	534502	81283
868	535127	80669
869	535764	80056
870	536386	79441
871	537012	78827
872	537612	78209
873	538239	77595
874	538864	76980
875	539475	76364
876	540094	75748
877	540711	75133
878	541334	74518
879	541948	73902
880	542562	73286
881	543186	72671
882	543810	72056
883	544431	71441
884	545037	70824
885	545665	70209
886	546340	69601
887	546960	68985
888	547570	68369
889	548198	67754
890	548803	67137
891	549411	66520
892	550033	65905
893	550654	65290
894	551257	64672
895	551892	64059
896	552508	63442
897	553131	62827
898	553731	62210
899	554366	61596
900	554981	60980
901	555594	60363
902	556216	59748
903	556842	59133
904	557500	58522
905	558127	57907
906	558748	57291
907	559365	56675
908	559986	56060
909	560611	55445
910	561222	54828
911	561833	54212
912	562462	53597
913	563081	52981
914	563736	52368
915	564356	51753
916	564982	51137
917	565601	50522
918	566221	49906
919	566839	49290
920	567450	48673
921	568061	48057
922	568692	47442
923	569322	46827
924	569960	46212
925	570578	45596
926	571192	44980
927	571803	44364
928	572422	43748
929	573034	43131
930	573667	42516
931	574275	41899
932	574901	41284
933	575525	40668
934	576137	40052
935	576746	39435
936	577388	38821
937	578019	38205
938	578635	37589
939	579251	36973
940	579870	36357
941	580485	35741
942	581094	35124
943	581727	34509
944	582347	33893
945	582968	33277
946	583585	32661
947	584208	32045
948	584823	31428
949	585441	30812
950	586056	30196
951	586693	29581
952	587321	28965
953	587932	28348
954	588546	27732
955	589167	27116
956	589778	26499
957	590388	25883
958	591002	25267
959	591617	24650
960	592227	24034
961	592837	23417
962	593448	22801
963	594069	22185
964	594687	21568
965	595324	20953
966	595948	20337
967	596559	19720
968	597176	19104
969	597783	18488
970	598393	17871
971	599020	17255
972	599626	16639
973	600234	16022
974	600852	15406
975	601463	14790
976	602085	14173
977	602715	13558
978	603328	12941
979	603953	12325
980	604561	11709
981	605188	11093
982	605811	10476
983	606427	9860
984	607044	9244
985	607669	8628
986	608278	8011
987	608898	7395
988	609494	6779
989	610097	6162
990	610706	5546
991	611310	4929
992	611930	4313
993	612552	3697
994	613186	3081
995	613829	2465
996	614453	1848
997	615098	1232
998	615722	616
999	616333	0
