iter	Logloss
721	0.2154964488
722	0.2154546982
723	0.2154033206
724	0.2153664059
725	0.215329008
726	0.2152891558
727	0.2152498626
728	0.2152311147
729	0.2151891033
730	0.2151639222
731	0.2151264586
732	0.2150925886
733	0.2150598386
734	0.2150119208
735	0.2149856109
736	0.2149619678
737	0.2149101065
738	0.2148689077
739	0.2148290098
740	0.2147987791
741	0.2147517504
742	0.2147343521
743	0.2146890197
744	0.2146569341
745	0.2145982531
746	0.2145732875
747	0.2145283872
748	0.2145097177
749	0.214472524
750	0.2144492652
751	0.214394011
752	0.2143608426
753	0.2143272
754	0.2142884145
755	0.2142643643
756	0.2142393872
757	0.2141793288
758	0.2141575528
759	0.2141077143
760	0.2140853662
761	0.2140253793
762	0.2139892414
763	0.2139534847
764	0.2139151878
765	0.2138894179
766	0.213831783
767	0.2138006917
768	0.2137616606
769	0.2137282694
770	0.2137086821
771	0.2136752473
772	0.2136384631
773	0.213614919
774	0.2135840828
775	0.2135278974
776	0.2134693318
777	0.2134206997
778	0.2133932729
779	0.2133640509
780	0.2133336475
781	0.213301916
782	0.2132477324
783	0.2132052899
784	0.2131500937
785	0.2131165631
786	0.2130930139
787	0.2130572381
788	0.213028947
789	0.2129756953
790	0.2129493942
791	0.2129172417
792	0.212858705
793	0.2128267469
794	0.2127780576
795	0.2127431222
796	0.2127194238
797	0.2126912548
798	0.2126552126
799	0.2126155167
800	0.2125650862
801	0.2125130074
802	0.2124456533
803	0.212409162
804	0.21238438
805	0.212361953
806	0.212323904
807	0.212272163
808	0.2122274966
809	0.21219411
810	0.212161955
811	0.212122866
812	0.2120891044
813	0.2120557019
814	0.2120289245
815	0.2119787316
816	0.211906279
817	0.2118733404
818	0.2118482384
819	0.2118317694
820	0.211806497
821	0.2117751596
822	0.2117586274
823	0.2117118551
824	0.2116942437
825	0.2116794707
826	0.2116618382
827	0.2116351694
828	0.2116078665
829	0.2115716067
830	0.2115346963
831	0.2115126975
832	0.2114893562
833	0.2114542743
834	0.2114328045
835	0.2114052281
836	0.2113778141
837	0.211324955
838	0.2112778846
839	0.2112385887
840	0.2112046086
841	0.211177491
842	0.2111328078
843	0.2111073108
844	0.2110574633
845	0.2110236766
846	0.2109812816
847	0.2109459787
848	0.2109102101
849	0.2108809426
850	0.210845723
851	0.2107932497
852	0.2107570767
853	0.2107220576
854	0.2106838428
855	0.210653943
856	0.2106247151
857	0.2106071949
858	0.2105572867
859	0.2105447898
860	0.210491582
861	0.2104377837
862	0.2103971665
863	0.2103571683
864	0.2103317384
865	0.2103093168
866	0.2102696646
867	0.2102414924
868	0.2102084614
869	0.2101864573
870	0.2101665723
871	0.2101366756
872	0.2100968231
873	0.2100484603
874	0.2100110915
875	0.2099553857
876	0.2099184982
877	0.2098789739
878	0.209835808
879	0.209788685
880	0.2097625378
881	0.209723996
882	0.2096850672
883	0.2096350186
884	0.2095897912
885	0.2095558652
886	0.2095212876
887	0.2094994157
888	0.209469113
889	0.2094509247
890	0.2094170523
891	0.2093771637
892	0.2093361932
893	0.2092995191
894	0.209247393
895	0.2092225925
896	0.2091812889
897	0.2091532873
898	0.2091201117
899	0.209073315
900	0.2090434018
901	0.2090149732
902	0.2089691189
903	0.2089346957
904	0.2089080775
905	0.2088577762
906	0.208800419
907	0.2087395311
908	0.2087141603
909	0.2086650573
910	0.2086201942
911	0.2085709027
912	0.2085446473
913	0.2084976136
914	0.208485069
915	0.2084619291
916	0.2084186684
917	0.2083865228
918	0.2083615195
919	0.2083044667
920	0.2082766265
921	0.2082335051
922	0.2082035457
923	0.2081639789
924	0.2081354074
925	0.2081095577
926	0.2080963954
927	0.208033612
928	0.207995535
929	0.207950687
930	0.2079280412
931	0.2078865517
932	0.2078482022
933	0.2077959072
934	0.2077257748
935	0.2076985004
936	0.2076753228
937	0.2076307795
938	0.2075927881
939	0.2075627233
940	0.2075397648
941	0.2074977383
942	0.2074705843
943	0.2074338037
944	0.2073890497
945	0.2073493607
946	0.2072938774
947	0.2072628195
948	0.2072101316
949	0.2071726961
950	0.2071435071
951	0.2071145936
952	0.2070746732
953	0.2070266929
954	0.206978478
955	0.2069394004
956	0.2068895604
957	0.2068449327
958	0.20682207
959	0.2067898389
960	0.2067538333
961	0.2067143328
962	0.2066660888
963	0.2066382388
964	0.206584867
965	0.2065494443
966	0.2065012556
967	0.2064582985
968	0.2064228351
969	0.2063867092
970	0.2063536915
971	0.2063231253
972	0.2062862564
973	0.2062641963
974	0.2062285643
975	0.2061991735
976	0.2061783566
977	0.2061572685
978	0.2061009615
979	0.2060688221
980	0.2060267982
981	0.2059878454
982	0.2059587666
983	0.2059377239
984	0.2059005141
985	0.2058481629
986	0.2058063022
987	0.2057786845
988	0.2057506408
989	0.2056979112
990	0.205661089
991	0.2056230937
992	0.2055936864
993	0.2055715487
994	0.2055476134
995	0.2055223658
996	0.2054760572
997	0.2054606156
998	0.2054298134
999	0.205399791
